"date","date_published","spatial_unit","cases","cases_new","cases_residents","cases_residents_new","cases_nonresidents","cases_nonresidents_new","cases_diagnostic","cases_diagnostic_new","cases_diagnostic_residents","cases_diagnostic_residents_new","cases_diagnostic_nonresidents","cases_diagnostic_nonresidents_new","cases_lst","cases_lst_new","cases_lst_residents","cases_lst_residents_new","cases_lst_nonresidents","cases_lst_nonresidents_new","cases_airport","cases_airport_new","cases_airport_residents","cases_airport_residents_new","cases_airport_nonresidents","cases_airport_nonresidents_new","cases_tracing","cases_tracing_new","cases_tracing_residents","cases_tracing_residents_new","cases_tracing_nonresidents","cases_tracing_nonresidents_new","cases_residents_prop","cases_nonresidents_prop","cases_sex_f_prop","cases_sex_m_prop","cases_sex_x_prop","cases_sex_u_prop","cases_age_mean","tests","tests_new","tests_residents","tests_residents_new","tests_nonresidents","tests_nonresidents_new","tests_diagnostic","tests_diagnostic_new","tests_diagnostic_residents","tests_diagnostic_residents_new","tests_diagnostic_nonresidents","tests_diagnostic_nonresidents_new","tests_lst","tests_lst_new","tests_lst_residents","tests_lst_residents_new","tests_lst_nonresidents","tests_lst_nonresidents_new","tests_airport","tests_airport_new","tests_airport_residents","tests_airport_residents_new","tests_airport_nonresidents","tests_airport_nonresidents_new","tests_tracing","tests_tracing_new","tests_tracing_residents","tests_tracing_residents_new","tests_tracing_nonresidents","tests_tracing_nonresidents_new","tests_residents_prop","tests_nonresidents_prop","tests_sex_f_prop","tests_sex_m_prop","tests_sex_x_prop","tests_sex_u_prop","tests_age_mean","tests_prop_positive","tested","tested_new","tested_residents","tested_residents_new","tested_nonresidents","tested_nonresidents_new","tested_residents_prop","tested_nonresidents_prop","tested_sex_f_prop","tested_sex_m_prop","tested_sex_x_prop","tested_sex_u_prop","deaths","deaths_new","deaths_transfer","deaths_transfer_new","deaths_hospital_prop","deaths_nonhospital_prop","deaths_sex_f_prop","deaths_sex_m_prop","deaths_sex_x_prop","deaths_sex_u_prop","deaths_age_mean","deaths_age_median","deaths_age_min","deaths_age_max","hospital_total","hospital_total_change","hospital_normal","hospital_normal_change","hospital_intensive","hospital_intensive_change","hospital_total_transfer","hospital_total_transfer_change","hospital_normal_transfer","hospital_normal_transfer_change","hospital_intensive_transfer","hospital_intensive_transfer_change","hospital_admissions","hospital_admissions_new","hospital_admissions_new_all","hospital_discharges","hospital_discharges_new","hospital_discharges_new_all","active","active_change","recovered","recovered_new","reproduction_number_effective","reproduction_number_effective_low","reproduction_number_effective_high","reproduction_number","reproduction_number_low","reproduction_number_high","state","flags"
2020-02-24,2020-07-01T16:45:00.000+02:00,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,""
2020-02-25,2020-07-01T16:45:00.000+02:00,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,7,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,""
2020-02-26,2020-07-01T16:45:00.000+02:00,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,""
2020-02-27,2020-07-01T16:45:00.000+02:00,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,""
2020-02-28,2020-07-01T16:45:00.000+02:00,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,7,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,""
2020-02-29,2020-06-26T14:15:00.000+02:00,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,,,,0,,0,1,,0,,,,,,,,"import",""
2020-03-01,2020-06-26T14:15:00.000+02:00,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,""
2020-03-02,2020-04-29T17:30:00.000+02:00,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,7,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,""
2020-03-03,2020-04-29T17:30:00.000+02:00,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,4,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,""
2020-03-04,2020-04-29T17:30:00.000+02:00,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,0,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,"import",""
2020-03-05,2020-04-29T17:30:00.000+02:00,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,6,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,"import",""
2020-03-06,2020-04-29T17:30:00.000+02:00,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,9,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,"import",""
2020-03-07,2020-04-29T17:30:00.000+02:00,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,6,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,"import",""
2020-03-08,2020-04-29T17:30:00.000+02:00,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,0,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,""
2020-03-09,2020-05-06T20:15:00.000+02:00,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,16,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,,,,,,0,1,,0,,,,,,,,"import",""
2020-03-10,2020-05-06T20:15:00.000+02:00,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,25,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,,,,,,0,1,0,0,0,,,,,,,,""
2020-03-11,2020-05-06T20:15:00.000+02:00,,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,51,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,,,,,,0,3,2,0,0,,,,,,,"local",""
2020-03-12,2020-04-29T17:30:00.000+02:00,,21,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344,200,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,,,,,,0,18,15,0,0,,,,,,,"local",""
2020-03-13,2020-06-26T14:15:00.000+02:00,,45,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547,203,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,,,,,,0,42,24,0,0,,,,,,,"local",""
2020-03-14,2020-04-29T17:30:00.000+02:00,,66,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654,107,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,,,,,,0,63,21,0,0,,,,,,,"local",""
2020-03-15,2020-04-29T17:30:00.000+02:00,,66,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678,24,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,,,,,,0,63,0,0,0,,,,,,,"local",""
2020-03-16,2020-07-01T16:45:00.000+02:00,,99,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1098,420,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,0,0,,,,,,0,99,36,0,0,2.67,2.33,2.98,,,,"local",""
2020-03-17,2020-07-01T16:45:00.000+02:00,,221,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1748,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1748,650,,,,,,,,,,,2,2,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,219,120,0,0,2.63,2.31,2.8,,,,"local",""
2020-03-18,2020-07-01T16:45:00.000+02:00,,379,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2698,950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2698,950,,,,,,,,,,,2,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,6,,0,377,158,0,0,2.49,2.21,2.6,2.241,2.692,3.143,"local",""
2020-03-19,2020-07-01T16:45:00.000+02:00,,522,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3669,971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3669,971,,,,,,,,,,,3,1,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,0,519,142,0,0,2.08,1.93,2.28,2.747,3.166,3.585,"local",""
2020-03-20,2020-07-01T16:45:00.000+02:00,,697,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4777,1108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4777,1108,,,,,,,,,,,5,2,,,,,,,,,,,,,21,20,18,17,3,3,0,0,0,0,0,0,,,,,,0,692,173,0,0,1.9,1.68,1.98,2.586,2.968,3.35,"local",""
2020-03-21,2020-07-01T16:45:00.000+02:00,,824,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5259,482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5259,482,,,,,,,,,,,6,1,,,,,,,,,,,,,62,41,56,38,6,3,0,0,0,0,0,0,,,,,,8,818,126,0,0,1.83,1.63,1.92,2.437,2.787,3.136,"local",""
2020-03-22,2020-07-01T16:45:00.000+02:00,,845,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5280,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5280,21,,,,,,,,,,,6,0,,,,,,,,,,,,,65,3,63,7,2,-4,3,3,0,0,3,3,,,,,,0,839,21,0,0,1.75,1.55,1.83,2.231,2.562,2.892,"local",""
2020-03-23,2020-07-01T16:45:00.000+02:00,,1087,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6477,1197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6477,1197,,,,,,,,,,,6,0,,,,,,,,,,,,,73,8,71,8,2,0,5,2,0,0,5,2,,,,,,2,1081,242,0,0,1.46,1.25,1.52,2.133,2.484,2.834,"local",""
2020-03-24,2020-07-01T16:45:00.000+02:00,,1280,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7454,977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7453,976,,,,,,,,,,,6,0,,,,,,,,,,,,,99,26,97,26,2,0,7,2,0,0,7,2,,,,,,4,1274,193,0,0,1.31,1.11,1.37,1.692,1.979,2.266,"local",""
2020-03-25,2020-07-01T16:45:00.000+02:00,,1450,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8441,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8440,987,,,,,,,,,,,8,2,,,,,,,,,,,,,142,43,128,31,14,12,7,0,0,0,7,0,,,,,,11,1439,165,3,3,1.25,1.06,1.32,1.495,1.774,2.053,"local",""
2020-03-26,2020-07-01T16:45:00.000+02:00,,1713,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,0.54,,,46.0,13926,5485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13925,5485,,,,,,,,,,,9,1,,,,,,,,,80.0,,53.0,,140,-2,120,-8,20,6,6,-1,0,0,6,-1,,,,40,,14,1700,261,4,1,1.13,0.97,1.23,0.861,1.128,1.396,"local",""
2020-03-27,2020-07-01T16:45:00.000+02:00,,1909,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15164,1238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1583,15163,1238,,,,,,,,,,,14,5,,,,,,,,,,,,,148,8,128,8,20,0,6,0,0,0,6,0,,,,,,13,1880,180,17,13,1.03,0.86,1.12,0.846,1.098,1.351,"local",""
2020-03-28,2020-07-01T16:45:00.000+02:00,,2036,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16136,972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1307,16135,972,,,,,,,,,,,17,3,,,,,,,,,,,,,175,27,152,24,23,3,6,0,0,0,6,0,,,,,,9,1979,99,42,25,0.91,0.72,0.99,1.285,1.439,1.593,"local",""
2020-03-29,2020-07-01T16:45:00.000+02:00,,2080,44,1733,,255,,,,,,,,,,,,,,,,,,,,,,,,,,0.87173,0.12827,,,,,,16457,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1371,16456,321,,,,,,,,,,,21,4,,,,,,,,,,,,,181,6,160,8,21,-2,6,0,0,0,6,0,,,,80,,13,2000,21,62,20,0.88,0.7,0.97,1.234,1.368,1.502,"local","1"
2020-03-30,2020-07-01T16:45:00.000+02:00,,2251,171,1883,150,295,40,,,,,,,,,,,,,,,,,,,,,,,,,0.86455,0.13545,,,,,,17670,1213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.141,17669,1213,,,,,,,,,,,22,1,,,,,,,,,,,,,180,-1,156,-4,24,3,6,0,0,0,6,0,,,,,,4,2170,170,62,0,0.99,0.83,1.1,1.155,1.281,1.408,"local","1,2"
2020-03-31,2020-07-01T16:45:00.000+02:00,,2363,112,1992,109,327,32,,,,,,,,,,,,,,,,,,,,,,,,,0.85899,0.14101,,,,,,18784,1114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1005,18783,1114,,,,,,,,,,,26,4,,,,,,,,,,,,,189,9,163,7,26,2,6,0,0,0,6,0,,,,,,21,2246,76,94,32,0.95,0.79,1.06,1.138,1.241,1.344,"local","1,2"
2020-04-01,2020-07-01T16:45:00.000+02:00,,2554,191,2099,107,388,61,,,,,,,,,,,,,,,,,,,,,,,,,0.84399,0.15601,,,,,,20194,1410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1355,20193,1410,,,,,,,,,,,27,1,,,,,,,,,,,,,193,4,166,3,27,1,6,0,0,0,6,0,,,,,,26,2333,87,197,103,0.79,0.62,0.9,1.055,1.148,1.241,"local","1,2"
2020-04-02,2020-07-01T16:45:00.000+02:00,,2683,129,2201,102,411,23,,,,,,,,,,,,,,,,,,,,,,,,,0.84265,0.15735,0.49,0.51,,,46.0,21618,1424,17925,,3538,,,,,,,,,,,,,,,,,,,,,,,,,,0.835158,0.164842,,,,,,0.0906,21617,1424,17925,,3538,,0.835158,0.164842,,,,,28,1,1,,,,,,,,,86.0,,,214,21,184,18,30,3,10,4,0,0,10,4,,,,174,,31,2317,-16,341,144,0.8,0.64,0.92,1.052,1.139,1.226,"local","1,2,5,3"
2020-04-03,2020-07-01T16:45:00.000+02:00,,2800,117,2291,90,438,27,,,,,,,,,,,,,,,,,,,,,,,,,0.8395,0.1605,0.49,0.51,,,46.0,22961,1343,18966,1041,3827,289,,,,,,,,,,,,,,,,,,,,,,,,,0.832098,0.167902,,,,,,0.0871,22960,1343,18966,1041,3827,289,0.832098,0.167902,,,,,29,1,1,0,,,,,,,,86.0,,,218,4,183,-1,35,5,10,0,0,0,10,0,,,,190,16,32,2300,-17,474,133,0.86,0.68,0.97,0.992,1.075,1.158,"local","1,5,6,3,4"
2020-04-04,2020-07-01T16:45:00.000+02:00,,2871,71,2351,60,453,15,,,,,,,,,,,,,,,,,,,,,,,,,0.83845,0.16155,0.49,0.51,,,46.0,23835,874,19689,723,3998,171,,,,,,,,,,,,,,,,,,,,,,,,,0.831215,0.168785,,,,,,0.0812,23834,874,19689,723,3998,171,0.831215,0.168785,,,,,34,5,1,0,,,,,,,,86.0,,,223,5,190,7,33,-2,10,0,0,0,10,0,,,,241,51,44,2204,-96,636,162,0.88,0.69,0.98,0.96,1.04,1.12,"local","1,2,5,6,3,4"
2020-04-05,2020-07-01T16:45:00.000+02:00,,2910,39,2384,33,459,6,,,,,,,,,,,,,,,,,,,,,,,,,0.83855,0.16145,0.49,0.51,,,46.0,24455,620,20112,423,4179,181,,,,,,,,,,,,,,,,,,,,,,,,,0.827961,0.172039,,,,,,0.0629,24454,620,20112,423,4179,181,0.827961,0.172039,,,,,36,2,1,0,,,,,,,,86.0,,,210,-13,177,-13,33,0,10,0,0,0,10,0,,,,253,12,15,2122,-82,755,119,0.74,0.56,0.85,0.952,1.03,1.108,"local","1,5,6,3,4"
2020-04-06,2020-07-01T16:45:00.000+02:00,,2987,77,2478,94,492,33,,,,,,,,,,,,,,,,,,,,,,,,,0.83434,0.16566,0.4973,0.5027,,,46.0,25483,1028,21209,1097,4493,314,,,,,,,,,,,,,,,,,,,,,,,,,0.825189,0.174811,,,,,,0.0749,25482,1028,21209,1097,4493,314,0.825189,0.174811,,,,,38,2,1,0,,,,,,,,86.0,,,211,1,180,3,31,-2,10,0,0,0,10,0,,,,310,57,43,2182,60,771,16,0.65,0.5,0.8,0.948,1.027,1.106,"local","1,2,5,6,3,4"
2020-04-07,2020-07-01T16:45:00.000+02:00,,3074,87,2524,46,510,18,,,,,,,,,,,,,,,,,,,,,,,,,0.83191,0.16809,0.496,0.504,,,46.0,26613,1130,21892,683,4681,188,,,,,,,,,,,,,,,,,,,,,,,,,0.823844,0.176156,,,,,,0.077,26612,1130,21892,683,4681,188,0.823844,0.176156,,,,,43,5,1,0,,,,,,,,86.0,,,210,-1,179,-1,31,0,10,0,0,0,10,0,,,,354,44,40,2043,-139,992,221,0.71,0.54,0.85,0.92,0.995,1.07,"local","1,2,5,6,3,4"
2020-04-08,2020-07-01T16:45:00.000+02:00,,3154,80,2594,70,521,11,,,,,,,,,,,,,,,,,,,,,,,,,0.83274,0.16726,0.496,0.504,,,46.0,27624,1011,22650,758,4871,190,,,,,,,,,,,,,,,,,,,,,,,,,0.823008,0.176992,,,,,,0.0791,27623,1011,22650,758,4871,190,0.823008,0.176992,,,,,46,3,1,0,,,,,,,84.0,87.0,,,222,12,189,10,33,2,10,0,0,0,10,0,,,,374,20,28,1938,-105,1174,182,0.65,0.47,0.79,0.869,0.943,1.016,"local","1,2,5,6,3,4"
2020-04-09,2020-07-01T16:45:00.000+02:00,,3225,71,2644,50,579,58,,,,,,,,,,,,,,,,,,,,,,,,,0.82035,0.17965,0.495,0.505,,,46.0,28498,874,23211,561,5062,191,,,,,,,,,,,,,,,,,,,,,,,,,0.82096,0.17904,,,,,,0.0812,28497,874,23211,561,5062,191,0.82096,0.17904,,,,,49,3,1,0,,,,,,,,87.0,,,214,-8,185,-4,29,-4,10,0,0,0,10,0,,,,412,38,22,1849,-89,1331,157,0.6,0.42,0.75,0.847,0.92,0.993,"local","1,2,5,6,3,4"
2020-04-10,2020-07-01T16:45:00.000+02:00,,3273,48,2679,35,591,12,,,,,,,,,,,,,,,,,,,,,,,,,0.81927,0.18073,0.495,0.505,,,46.0,29186,688,23724,513,5241,179,,,,,,,,,,,,,,,,,,,,,,,,,0.819057,0.180943,,,,,,0.0698,29185,688,23724,513,5241,179,0.819057,0.180943,,,,,55,6,1,0,,,,,,,,87.0,,,214,0,186,1,28,-1,10,0,0,0,10,0,,,,444,32,43,1661,-188,1561,230,0.63,0.45,0.79,0.887,0.96,1.033,"local","1,2,5,6,3,4"
2020-04-11,2020-07-01T16:45:00.000+02:00,,3285,12,2685,6,596,5,,,,,,,,,,,,,,,,,,,,,,,,,0.81835,0.18165,0.495,0.505,,,46.0,29521,335,23873,149,5292,51,,,,,,,,,,,,,,,,,,,,,,,,,0.81855,0.18145,,,,,,0.0358,29520,335,23873,149,5292,51,0.81855,0.18145,,,,,58,3,1,0,,,,,,,,85.0,,,202,-12,172,-14,30,2,10,0,0,0,10,0,,,,465,21,35,1490,-171,1741,180,0.48,0.28,0.62,0.833,0.906,0.978,"local","1,2,5,6,3,4"
2020-04-12,2020-07-01T16:45:00.000+02:00,,3304,19,2694,9,598,2,,,,,,,,,,,,,,,,,,,,,,,,,0.81835,0.18165,0.495,0.505,,,46.0,29737,216,24000,127,5315,23,,,,,,,,,,,,,,,,,,,,,,,,,0.818694,0.181306,,,,,,0.088,29736,216,24000,127,5315,23,0.818694,0.181306,,,,,62,4,1,0,,,,,,,,85.0,,,214,12,183,11,31,1,10,0,0,0,9,-1,,,,467,2,7,1386,-104,1860,119,0.53,0.33,0.7,0.767,0.84,0.912,"local","1,2,5,6,3,4"
2020-04-13,2020-07-01T16:45:00.000+02:00,,3307,3,2707,13,600,2,,,,,,,,,,,,,,,,,,,,,,,,,0.81857,0.18143,0.495,0.505,,,46.0,29795,58,24177,177,5346,31,,,,,,,,,,,,,,,,,,,,,,,,,0.818921,0.181079,,,,,,0.0517,29794,58,24177,177,5346,31,0.818921,0.181079,,,,,65,3,1,0,,,,,,,,85.0,,,194,-20,161,-22,33,2,9,-1,0,0,9,0,,,,486,19,17,1348,-38,1898,38,0.63,0.4,0.78,0.747,0.821,0.895,"local","2,5,6,3,4"
2020-04-14,2020-07-01T16:45:00.000+02:00,,3383,76,2760,53,613,13,,,,,,,,,,,,,,,,,,,,,,,,,0.81826,0.18174,0.495,0.505,,,46.0,31237,1442,25060,883,5663,317,,,,,,,,,,,,,,,,,,,,,,,,,0.815676,0.184324,,,,,,0.0527,31237,1443,25060,883,5663,317,0.815676,0.184324,,,,,68,3,1,0,,,,,,,,84.0,,,197,3,163,2,34,1,9,0,0,0,9,0,,,,526,40,21,1258,-90,2061,163,0.48,0.27,0.65,0.738,0.813,0.889,"local","1,2,5,6,3,4"
2020-04-15,2020-07-01T16:45:00.000+02:00,,3433,50,2830,70,614,1,,,,,,,,,,,,,,,,,,,,,,,,,0.82172,0.17828,0.494,0.506,,,46.0,32080,843,25797,737,5863,200,,,,,,,,,,,,,,,,,,,,,,,,,0.814814,0.185186,,,,,,0.0593,32080,843,,,,,,,,,,,68,0,1,0,0.65,,0.43,0.57,,,83.0,85.0,53.0,96.0,179,-18,144,-19,35,1,9,0,0,0,9,0,,,,552,26,38,1194,-64,2175,114,0.63,0.37,0.77,0.775,0.85,0.926,"local","1,2,5,6"
